x_over_lstar,density_noninteracting,density_before_vortex,density_after_vortex
-1.6666667,0.24935221,0.2011851,0.24935105
-1.6111111,0.27312123,0.22176963,0.27311705
-1.5555556,0.2982341,0.24371438,0.29822641
-1.5,0.32465247,0.26701351,0.32464078
-1.4444444,0.35232195,0.29164759,0.35230574
-1.3888889,0.38117139,0.31758267,0.38115012
-1.3333333,0.41111229,0.34476927,0.41108544
-1.2777778,0.44203862,0.37314172,0.44200564
-1.2222222,0.47382673,0.40261756,0.47378711
-1.1666667,0.50633562,0.43309721,0.50628885
-1.1111111,0.53940751,0.46446391,0.53935312
-1.0555556,0.57286868,0.49658389,0.57280624
-1,0.60653066,0.52930682,0.60645977
-0.94444444,0.64019168,0.56246656,0.64011201
-0.88888889,0.67363846,0.59588222,0.67354975
-0.83333333,0.70664828,0.62935952,0.70655035
-0.77777778,0.7389913,0.66269241,0.73888403
-0.72222222,0.77043309,0.69566502,0.77031648
-0.66666667,0.8007374,0.72805378,0.80061154
-0.61111111,0.82966905,0.7596299,0.82953411
-0.55555556,0.85699689,0.79016192,0.85685317
-0.5,0.8824969,0.8194185,0.8823448
-0.44444444,0.90595519,0.8471713,0.90579521
-0.38888889,0.92717098,0.87319788,0.92700374
-0.33333333,0.94595947,0.89728468,0.94578568
-0.27777778,0.96215449,0.91922993,0.96197497
-0.22222222,0.97561098,0.93884644,0.97542661
-0.16666667,0.98620712,0.95596427,0.98601889
-0.11111111,0.99384617,0.97043318,0.99365512
-0.055555556,0.99845798,0.9821248,0.99826521
0,1,0.99093456,0.99980665
0.055555556,0.99845798,0.99678326,0.99826522
0.11111111,0.99384617,0.99961819,0.99365517
0.16666667,0.98620712,0.99941399,0.98601906
0.22222222,0.97561098,0.99617301,0.97542701
0.27777778,0.96215449,0.98992524,0.96197574
0.33333333,0.94595947,0.98072786,0.94578699
0.38888889,0.92717098,0.96866441,0.92700579
0.44444444,0.90595519,0.95384346,0.9057982
0.5,0.8824969,0.93639703,0.88234894
0.55555556,0.85699689,0.91647861,0.85685869
0.61111111,0.82966905,0.89426095,0.82954123
0.66666667,0.8007374,0.8699335,0.80062047
0.72222222,0.77043309,0.8436998,0.77032743
0.77777778,0.7389913,0.81577462,0.73889718
0.83333333,0.70664828,0.78638103,0.70656583
0.88888889,0.67363846,0.75574751,0.6735677
0.94444444,0.64019168,0.72410498,0.64013252
1,0.60653066,0.69168399,0.60648288
1.0555556,0.57286868,0.65871198,0.57283197
1.1111111,0.53940751,0.62541073,0.53938145
1.1666667,0.50633562,0.59199399,0.50631972
1.2222222,0.47382673,0.55866537,0.47382041
1.2777778,0.44203862,0.52561651,0.44204124
1.3333333,0.41111229,0.49302542,0.41112317
1.3888889,0.38117139,0.46105529,0.38118979
1.4444444,0.35232195,0.42985343,0.35234712
1.5,0.32465247,0.3995506,0.32468362
1.5555556,0.2982341,0.37026059,0.29827046
1.6111111,0.27312123,0.34208013,0.27316203
1.6666667,0.24935221,0.31508896,0.24939669
1.7222222,0.22695019,0.28935024,0.22699762
1.7777778,0.20592425,0.26491112,0.20597392
1.8333333,0.18627046,0.24180347,0.18632172
1.8888889,0.16797324,0.22004488,0.16802546
1.9444444,0.15100654,0.19963963,0.15105917
2,0.13533528,0.18057988,0.13538778
2.0555556,0.12091659,0.1628469,0.12096851
2.1111111,0.10770115,0.14641228,0.10775207
2.1666667,0.095634445,0.13123928,0.09568403
2.2222222,0.084657989,0.11728403,0.084705931
2.2777778,0.074710413,0.10449681,0.074756465
2.3333333,0.065728529,0.092823252,0.065772493
2.3888889,0.057648269,0.082205428,0.057689994
2.4444444,0.050405533,0.072582956,0.050444914
2.5,0.043936934,0.063893945,0.043973902
2.5555556,0.038180434,0.056075882,0.038214959
2.6111111,0.033075891,0.049066418,0.033107975
2.6666667,0.028565501,0.042804055,0.028595171
2.7222222,0.024594144,0.037228737,0.024621454
2.7777778,0.021109656,0.03228234,0.02113468
2.8333333,0.018063013,0.027909083,0.018085839
2.8888889,0.015408446,0.02405584,0.015429176
2.9444444,0.013103492,0.020672376,0.013122239
3,0.011108997,0.017711517,0.011125879
3.0555556,0.0093890621,0.015129242,0.0094042035
3.1111111,0.0079109598,0.012884728,0.0079244844
3.1666667,0.0066450114,0.010940334,0.0066570438
3.2222222,0.0055644451,0.0092615517,0.005575108
3.2777778,0.0046452339,0.0078169158,0.0046546466
3.3333333,0.0038659204,0.0065778848,0.0038741976
3.3888889,0.0032074346,0.0055187015,0.0032146859
3.4444444,0.0026529088,0.0046162366,0.0026592375
3.5,0.0021874918,0.0038498201,0.002192995
3.5555556,0.0017981676,0.0032010671,0.0018029354
3.6111111,0.0014735795,0.0026537004,0.0014776952
3.6666667,0.0012038619,0.0021933736,0.001207402
3.7222222,0.00098048196,0.0018074983,0.00098351605
3.7777778,0.00079609061,0.0014850764,0.00079868187
3.8333333,0.00064438535,0.0012165407,0.00064659066
3.8888889,0.00051998351,0.00099360327,0.00052185386
3.9444444,0.000418307,0.00080911486,0.00041988781
4,0.00033547786,0.00065693335,0.00033680941
4.0555556,0.00026822448,0.00053180353,0.00026934231
4.1111111,0.0002137979,0.00042924714,0.00021473321
4.1666667,0.0001698975,0.00034546337,0.00017067756
4.2222222,0.00013460562,0.00027723931,0.00013525415
4.2777778,0.00010633018,0.00022187005,0.00010686774
4.3333333,8.3754801e-05,0.00017708771,8.4199146e-05
4.3888889,6.5795625e-05,0.00014099895,6.6162009e-05
4.4444444,5.1564106e-05,0.00011203017,5.1865614e-05
4.5,4.0335255e-05,8.8879917e-05,4.0583079e-05
4.5555556,3.152064e-05,7.047778e-05,3.172434e-05
4.6111111,2.4645619e-05,5.5949125e-05,2.4813363e-05
4.6666667,1.9330305e-05,4.4585214e-05,1.9469082e-05
4.7222222,1.5273806e-05,3.5818104e-05,1.5389625e-05
4.7777778,1.2241343e-05,2.919987e-05,1.2339414e-05
4.8333333,1.0053924e-05,2.4385744e-05,1.0138825e-05
4.8888889,8.5802689e-06,2.112081e-05,8.6560968e-06
4.9444444,7.7307711e-06,1.9229963e-05,7.8012874e-06
5,7.4533063e-06,1.8610896e-05,7.5220741e-06
5.0555556,7.7307711e-06,1.9229963e-05,7.8012874e-06
5.1111111,8.5802689e-06,2.112081e-05,8.6560968e-06
5.1666667,1.0053924e-05,2.4385744e-05,1.0138825e-05
5.2222222,1.2241343e-05,2.919987e-05,1.2339414e-05
5.2777778,1.5273806e-05,3.5818104e-05,1.5389625e-05
5.3333333,1.9330305e-05,4.4585214e-05,1.9469082e-05
5.3888889,2.4645619e-05,5.5949125e-05,2.4813363e-05
5.4444444,3.152064e-05,7.047778e-05,3.172434e-05
5.5,4.0335255e-05,8.8879917e-05,4.0583079e-05
5.5555556,5.1564106e-05,0.00011203017,5.1865614e-05
5.6111111,6.5795625e-05,0.00014099895,6.6162009e-05
5.6666667,8.3754801e-05,0.00017708771,8.4199146e-05
5.7222222,0.00010633018,0.00022187005,0.00010686774
5.7777778,0.00013460562,0.00027723931,0.00013525415
5.8333333,0.0001698975,0.00034546337,0.00017067756
5.8888889,0.0002137979,0.00042924714,0.00021473321
5.9444444,0.00026822448,0.00053180353,0.00026934231
6,0.00033547786,0.00065693335,0.00033680941
6.0555556,0.000418307,0.00080911486,0.00041988781
6.1111111,0.00051998351,0.00099360327,0.00052185387
6.1666667,0.00064438535,0.0012165407,0.00064659066
6.2222222,0.00079609061,0.0014850764,0.00079868187
6.2777778,0.00098048196,0.0018074983,0.00098351605
6.3333333,0.0012038619,0.0021933736,0.001207402
6.3888889,0.0014735795,0.0026537004,0.0014776952
6.4444444,0.0017981676,0.0032010671,0.0018029354
6.5,0.0021874918,0.0038498201,0.002192995
6.5555556,0.0026529088,0.0046162366,0.0026592375
6.6111111,0.0032074346,0.0055187015,0.0032146859
6.6666667,0.0038659204,0.0065778848,0.0038741976
6.7222222,0.0046452339,0.0078169158,0.0046546466
6.7777778,0.0055644451,0.0092615517,0.005575108
6.8333333,0.0066450114,0.010940334,0.0066570438
6.8888889,0.0079109598,0.012884728,0.0079244845
6.9444444,0.0093890621,0.015129242,0.0094042035
7,0.011108997,0.017711517,0.011125879
7.0555556,0.013103492,0.020672376,0.013122239
7.1111111,0.015408446,0.02405584,0.015429176
7.1666667,0.018063013,0.027909083,0.018085839
7.2222222,0.021109656,0.03228234,0.02113468
7.2777778,0.024594144,0.037228737,0.024621454
7.3333333,0.028565501,0.042804055,0.028595171
7.3888889,0.033075891,0.049066418,0.033107975
7.4444444,0.038180434,0.056075882,0.038214959
7.5,0.043936934,0.063893945,0.043973902
7.5555556,0.050405533,0.072582956,0.050444914
7.6111111,0.057648269,0.082205428,0.057689995
7.6666667,0.065728529,0.092823252,0.065772493
7.7222222,0.074710413,0.10449681,0.074756465
7.7777778,0.084657989,0.11728403,0.084705931
7.8333333,0.095634445,0.13123928,0.09568403
7.8888889,0.10770115,0.14641228,0.10775207
7.9444444,0.12091659,0.1628469,0.12096851
8,0.13533528,0.18057988,0.13538779
8.0555556,0.15100654,0.19963963,0.15105917
8.1111111,0.16797324,0.22004488,0.16802546
8.1666667,0.18627046,0.24180347,0.18632172
8.2222222,0.20592425,0.26491112,0.20597392
8.2777778,0.22695019,0.28935024,0.22699762
8.3333333,0.24935221,0.31508896,0.24939669
8.3888889,0.27312123,0.34208013,0.27316204
8.4444444,0.2982341,0.37026059,0.29827046
8.5,0.32465247,0.3995506,0.32468362
8.5555556,0.35232195,0.42985343,0.35234712
8.6111111,0.38117139,0.46105529,0.38118979
8.6666667,0.41111229,0.49302542,0.41112317
8.7222222,0.44203862,0.52561651,0.44204125
8.7777778,0.47382673,0.55866537,0.47382041
8.8333333,0.50633562,0.59199399,0.50631972
8.8888889,0.53940751,0.62541073,0.53938145
8.9444444,0.57286868,0.65871198,0.57283197
9,0.60653066,0.69168399,0.60648288
9.0555556,0.64019168,0.72410498,0.64013252
9.1111111,0.67363846,0.75574751,0.6735677
9.1666667,0.70664828,0.78638103,0.70656583
9.2222222,0.7389913,0.81577462,0.73889718
9.2777778,0.77043309,0.8436998,0.77032743
9.3333333,0.8007374,0.8699335,0.80062047
9.3888889,0.82966905,0.89426095,0.82954123
9.4444444,0.85699689,0.91647861,0.85685869
9.5,0.8824969,0.93639703,0.88234894
9.5555556,0.90595519,0.95384346,0.9057982
9.6111111,0.92717098,0.96866441,0.92700579
9.6666667,0.94595947,0.98072786,0.94578699
9.7222222,0.96215449,0.98992524,0.96197574
9.7777778,0.97561098,0.99617301,0.97542702
9.8333333,0.98620712,0.99941399,0.98601906
9.8888889,0.99384617,0.99961819,0.99365517
9.9444444,0.99845798,0.99678326,0.99826522
10,1,0.99093456,0.99980665
10.055556,0.99845798,0.9821248,0.99826521
10.111111,0.99384617,0.97043318,0.99365512
10.166667,0.98620712,0.95596427,0.98601889
10.222222,0.97561098,0.93884644,0.97542662
10.277778,0.96215449,0.91922993,0.96197497
10.333333,0.94595947,0.89728468,0.94578568
10.388889,0.92717098,0.87319788,0.92700374
10.444444,0.90595519,0.8471713,0.90579521
10.5,0.8824969,0.8194185,0.8823448
10.555556,0.85699689,0.79016192,0.85685317
10.611111,0.82966905,0.7596299,0.82953411
10.666667,0.8007374,0.72805378,0.80061154
10.722222,0.77043309,0.69566502,0.77031648
10.777778,0.7389913,0.66269241,0.73888403
10.833333,0.70664828,0.62935952,0.70655035
10.888889,0.67363846,0.59588222,0.67354975
10.944444,0.64019168,0.56246656,0.64011201
11,0.60653066,0.52930682,0.60645977
11.055556,0.57286868,0.49658389,0.57280624
11.111111,0.53940751,0.46446391,0.53935312
11.166667,0.50633562,0.43309721,0.50628885
11.222222,0.47382673,0.40261756,0.47378711
11.277778,0.44203862,0.37314172,0.44200565
11.333333,0.41111229,0.34476927,0.41108544
11.388889,0.38117139,0.31758267,0.38115012
11.444444,0.35232195,0.29164759,0.35230574
11.5,0.32465247,0.26701351,0.32464078
11.555556,0.2982341,0.24371438,0.29822641
11.611111,0.27312123,0.22176963,0.27311705
11.666667,0.24935221,0.2011851,0.24935105
11.722222,0.22695019,0.18195428,0.22695161
11.777778,0.20592425,0.16405948,0.20592781
11.833333,0.18627046,0.14747311,0.18627579
11.888889,0.16797324,0.13215899,0.16797996
11.944444,0.15100654,0.1180736,0.15101434
12,0.13533528,0.10516737,0.13534387
12.055556,0.12091659,0.093385882,0.1209257
12.111111,0.10770115,0.082671023,0.10771057
12.166667,0.095634445,0.072962074,0.095643985
12.222222,0.084657989,0.064196698,0.084667485
12.277778,0.074710413,0.056311845,0.074719731
12.333333,0.065728529,0.04924456,0.06573756
12.388889,0.057648269,0.04293269,0.057656929
12.444444,0.050405533,0.037315492,0.050413758
12.5,0.043936934,0.032334144,0.043944677
12.555556,0.038180434,0.027932164,0.038187666
12.611111,0.033075891,0.024055741,0.033082596
12.666667,0.028565501,0.020653977,0.028571674
12.722222,0.024594144,0.017679069,0.024599791
12.777778,0.021109656,0.015086403,0.02111479
12.833333,0.018063013,0.012834606,0.018067654
12.888889,0.015408446,0.010885536,0.015412616
12.944444,0.013103492,0.0092042299,0.01310722
13,0.011108997,0.0077588139,0.011112312
13.055556,0.0093890621,0.0065203871,0.0093919963
13.111111,0.0079109597,0.0054628778,0.0079135436
13.166667,0.0066450113,0.0045628856,0.0066472759
13.222222,0.005564445,0.0037995097,0.0055664207
13.277778,0.0046452338,0.0031541719,0.0046469495
13.333333,0.0038659201,0.0026104349,0.0038674036
13.388889,0.0032074343,0.0021538231,0.0032087113
13.444444,0.0026529083,0.0017716451,0.002654003
13.5,0.0021874911,0.0014528237,0.0021884256
13.555556,0.0017981667,0.0011877321,0.0017989611
13.611111,0.0014735781,0.00096804016,0.0014742507
13.666667,0.00120386,0.0007865702,0.0012044271
13.722222,0.00098047919,0.00063716331,0.00098095553
13.777778,0.00079608669,0.00051455654,0.00079648521
13.833333,0.00064437982,0.00041427092,0.00064471193
13.888889,0.00051997574,0.00033251001,0.00052025145
13.944444,0.00041829611,0.00026606873,0.00041852412
14,0.00033546263,0.00021225197,0.00033565049
14.055556,0.00026820326,0.00016880229,0.00026835746
14.111111,0.00021376842,0.00013383619,0.00021389452
14.166667,0.00016985668,0.00010578823,0.00016995942
14.222222,0.00013454925,8.3362292e-05,0.00013463266
14.277778,0.00010625259,6.54893e-05,0.00010632005
14.333333,8.3648347e-05,5.1290792e-05,8.3702716e-05
14.388889,6.5650008e-05,4.0047623e-05,6.5693667e-05
14.444444,5.1365531e-05,3.1173266e-05,5.1400466e-05
14.5,4.0065297e-05,2.4191122e-05,4.0093151e-05
14.555556,3.115477e-05,1.8715344e-05,3.1176899e-05
14.611111,2.4151288e-05,1.4434695e-05,2.4168808e-05
14.666667,1.8664469e-05,1.1099039e-05,1.8678291e-05
14.722222,1.4379725e-05,8.50807e-06,1.4390591e-05
14.777778,1.1044475e-05,6.5019638e-06,1.1052988e-05
14.833333,8.456666e-06,4.9536556e-06,8.4633126e-06
14.888889,6.4552469e-06,3.762485e-06,6.4604183e-06
14.944444,4.9123141e-06,2.8489931e-06,4.9163238e-06
15,3.7266532e-06,2.1506791e-06,3.7297515e-06
